val_loss,val_mIoU,val_F1,val_OA,epoch,step,train_loss,train_mIoU,train_F1,train_OA
0.6540182828903198,0.7557740746447565,0.8552443836343345,0.8914273007190574,0,150,,,,
,,,,0,150,1.0047906637191772,0.6033684779304711,0.7401058848494017,0.7986149653937162
0.5792290568351746,0.8003078610384149,0.8869095856981184,0.905566485176144,1,301,,,,
,,,,1,301,0.8212886452674866,0.6905404159573816,0.8113085401286005,0.8456836470447647
0.5351616740226746,0.8135931772299418,0.8952405035433056,0.9108917039409766,2,452,,,,
,,,,2,452,0.7797917127609253,0.7141351456469407,0.8288442053738283,0.8581090894291388
0.5167283415794373,0.8227848298964651,0.9011912685863217,0.9133861919767633,3,603,,,,
,,,,3,603,0.7408913969993591,0.733263241980182,0.8420406942259095,0.8692498250998756
0.5067337155342102,0.8314238248946847,0.9064393613039654,0.9173552628525814,4,754,,,,
,,,,4,754,0.7114059329032898,0.7412336867736579,0.8476668237653474,0.8729788471716722
0.49860140681266785,0.8297072686585585,0.905285386304868,0.9184068940663742,5,905,,,,
,,,,5,905,0.7109273672103882,0.7506991349830575,0.8542969180520723,0.8778606780430374
0.4800964593887329,0.8376061710328502,0.9100488113243481,0.9215308847077565,6,1056,,,,
,,,,6,1056,0.6799359321594238,0.7577193930874708,0.859008668847582,0.881599166023084
0.48365160822868347,0.8357915077461145,0.9088054391879204,0.9204442619527307,7,1207,,,,
,,,,7,1207,0.6616923809051514,0.7680672268404901,0.8659400009234414,0.8872083939620329
0.4948914647102356,0.8377086988885413,0.9102786253906624,0.9206375915454912,8,1358,,,,
,,,,8,1358,0.6575800180435181,0.7704017281572894,0.8675294812695403,0.8878124676569021
0.4937484562397003,0.8291759244863328,0.9045394970375253,0.9159234504017202,9,1509,,,,
,,,,9,1509,0.6530331969261169,0.7737303776671024,0.8697566800457777,0.8891176198520041
0.4711630940437317,0.841623528204536,0.9125111063143064,0.9240617979291059,10,1660,,,,
,,,,10,1660,0.6579861640930176,0.7751059056763784,0.8706000251466385,0.8912089307191187
0.47363436222076416,0.8381327331386789,0.9102463972640041,0.9214468837696221,11,1811,,,,
,,,,11,1811,0.6390498876571655,0.7818193976217513,0.8751047437285507,0.8939275242979697
0.464969664812088,0.8431399825813177,0.9133566232394154,0.924526537632659,12,1962,,,,
,,,,12,1962,0.6391015648841858,0.781541479823661,0.8749122043953468,0.8941294586470551
0.4674948453903198,0.8425570858046567,0.9129960499436398,0.9241667460038357,13,2113,,,,
,,,,13,2113,0.6301330327987671,0.7846363270774253,0.8769267120809431,0.8955734982425179
0.46636730432510376,0.8435690577502536,0.913597733275308,0.9247792307202579,14,2264,,,,
,,,,14,2264,0.6324204206466675,0.7858646261311012,0.8776817917303832,0.8969472840287049
0.49418506026268005,0.8302549225633549,0.9054388162797811,0.918499496870487,15,2415,,,,
,,,,15,2415,0.6850520372390747,0.7617493926383168,0.861763345077016,0.8833598418180368
0.49075883626937866,0.8376164682859517,0.9099386195371546,0.9234058790992867,16,2566,,,,
,,,,16,2566,0.6586751341819763,0.7723279760796156,0.8687715609630008,0.8894497080372097
0.4927206337451935,0.8325797512965452,0.9068624384043178,0.9223662480195131,17,2717,,,,
,,,,17,2717,0.6496603488922119,0.7778136803374567,0.8723754079413363,0.8926028393173543
0.5583527088165283,0.8324703445519461,0.9071072047868997,0.9154731533373406,18,2868,,,,
,,,,18,2868,0.6435855031013489,0.7791185712374916,0.8732180630230028,0.8930663184883911
0.48657935857772827,0.8426619910372987,0.9129953560760755,0.925446671802653,19,3019,,,,
,,,,19,3019,0.6466938257217407,0.783218000153822,0.8760021796027508,0.8946291677394844
0.4981095492839813,0.8483831980235174,0.9165095877362497,0.9239081590451035,20,3170,,,,
,,,,20,3170,0.632527232170105,0.7878057308290105,0.8790377562651503,0.89675563475626
0.4800037145614624,0.8437060280385819,0.9137431403685288,0.9244092177383431,21,3321,,,,
,,,,21,3321,0.6262889504432678,0.7914559788260432,0.881469510763887,0.8987834831511338
0.4959312081336975,0.8346988002770059,0.908065756992144,0.9217093999757765,22,3472,,,,
,,,,22,3472,0.6260941028594971,0.7920591432602926,0.8817994024839628,0.8992210485744048
0.5068718194961548,0.8390068280634756,0.9105239420327585,0.921972287867498,23,3623,,,,
,,,,23,3623,0.6200148463249207,0.7947807118514534,0.8834767717297446,0.9013742609321903
0.48225536942481995,0.8362661191482343,0.9088330619042579,0.9210680034320381,24,3774,,,,
,,,,24,3774,0.613933265209198,0.7979561363634701,0.8854984899296051,0.9031671691213363
0.5152691006660461,0.8330232733661249,0.9068500946555217,0.9187016407209785,25,3925,,,,
,,,,25,3925,0.6030054688453674,0.8002123670430118,0.886964493289442,0.9035437611007339
0.49555090069770813,0.8391668201307547,0.9107183381970778,0.9225492500633058,26,4076,,,,
,,,,26,4076,0.6008212566375732,0.8028073979563258,0.8886714180389994,0.9055214525208685
0.4949510395526886,0.8451862538723555,0.9144811324035931,0.9246139368388342,27,4227,,,,
,,,,27,4227,0.6065457463264465,0.8040830658718618,0.8894881162860038,0.905594316154971
0.5189706683158875,0.8400629835581526,0.9112867734645975,0.9214493793727145,28,4378,,,,
,,,,28,4378,0.5924476385116577,0.8060908989262527,0.8907274732889581,0.9074807651938818
0.4978288412094116,0.8438267637473995,0.9136576889207806,0.9239700181430343,29,4529,,,,
,,,,29,4529,0.5888459086418152,0.8062328068540369,0.8907847476417154,0.9075388547903636
0.5184474587440491,0.8389277550761847,0.9106690555105563,0.9207599822928995,30,4680,,,,
,,,,30,4680,0.594903826713562,0.809572984252412,0.8929280358037566,0.909528789083804
0.4929484724998474,0.8429091239655054,0.9130574308410402,0.9238796985502615,31,4831,,,,
,,,,31,4831,0.5802263617515564,0.8123595406181903,0.8946868587731747,0.9107313774923697
0.5120531916618347,0.8377137339102836,0.9098222076543936,0.9198666891306342,32,4982,,,,
,,,,32,4982,0.5803754329681396,0.8150978029500651,0.8964525956864682,0.9115055034705801
0.505896806716919,0.8389095845900931,0.9107536364568446,0.9214169099835432,33,5133,,,,
,,,,33,5133,0.574688732624054,0.8157216696985419,0.896700595056797,0.9131096864877493
0.4906771779060364,0.8362366255826975,0.9088845373440192,0.9208959661124709,34,5284,,,,
,,,,34,5284,0.5653891563415527,0.8173290273961265,0.8978146458258855,0.9134575226852246
0.5066348314285278,0.8373120095467688,0.9094832861266215,0.9201110192929763,35,5435,,,,
,,,,35,5435,0.5711319446563721,0.8185375118947871,0.8985133024446732,0.9148300378593723
0.49666669964790344,0.8412197369668023,0.9118932591342455,0.9224965238107348,36,5586,,,,
,,,,36,5586,0.5637949705123901,0.819835454320609,0.899315483538512,0.9153977702402313
0.4829038679599762,0.8430365178239088,0.9130514916109863,0.9242496584342382,37,5737,,,,
,,,,37,5737,0.5530576109886169,0.8228512788115537,0.9013078040360579,0.9156617536240304
0.4942619800567627,0.8384796297322484,0.9101075016240733,0.921304103413969,38,5888,,,,
,,,,38,5888,0.5649309754371643,0.821958598832904,0.9006765770163806,0.9161682222383661
0.4824289381504059,0.8460176390912271,0.9149103920994802,0.9251594119573263,39,6039,,,,
,,,,39,6039,0.5698696970939636,0.8232833842504789,0.9015340408171759,0.9159383764415646
0.5017696619033813,0.8419999521602997,0.9124131306488706,0.9223610444215755,40,6190,,,,
,,,,40,6190,0.5716811418533325,0.8235580598854488,0.9016994380702712,0.9157097032980315
0.49823319911956787,0.8415216055735609,0.9120484588746794,0.9222716805916893,41,6341,,,,
,,,,41,6341,0.5630301237106323,0.8222312815378501,0.9007795845069229,0.916763010857468
0.4974256157875061,0.8408292174352532,0.9116290396612422,0.9219544204113145,42,6492,,,,
,,,,42,6492,0.556178629398346,0.8254248479359664,0.9028766535725893,0.917619172911737
0.49981701374053955,0.8394361478210767,0.910679051127859,0.9214734061897221,43,6643,,,,
,,,,43,6643,0.5565716028213501,0.8246529384699631,0.902351519121843,0.9171733019993291
0.4975966811180115,0.8402341801878951,0.9112664373485787,0.9218815434912201,44,6794,,,,
,,,,44,6794,0.5536600351333618,0.8264469296630444,0.9034752506651182,0.91789864691957
